relation_id,record_id,source_row,产业园名称,原始产业,standard_chain,stage,node_id,node_name,relation_scope,confidence,chain_score,node_score,matched_name_terms,matched_intro_terms,match_reason,candidate_nodes
rel-0000096,park-000026,27,张家港市国家高新技术创业园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0000097,park-000026,27,张家港市国家高新技术创业园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0000098,park-000026,27,张家港市国家高新技术创业园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0000099,park-000027,28,郑州高新技术开发区,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0000100,park-000027,28,郑州高新技术开发区,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0000101,park-000027,28,郑州高新技术开发区,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0000102,park-000027,28,郑州高新技术开发区,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0000103,park-000027,28,郑州高新技术开发区,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0000104,park-000028,29,中关村科技园区,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0000105,park-000028,29,中关村科技园区,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0000106,park-000028,29,中关村科技园区,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0000107,park-000028,29,中关村科技园区,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0000108,park-000028,29,中关村科技园区,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0000109,park-000028,29,中关村科技园区,电子信息,医药生物与医疗健康产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,生物医药,简介关键词:生物医药,node-010:药物研发、诊断试剂与核心材料；node-011:药械生产、医疗装备与数字平台；node-012:医疗服务、临床应用与健康管理
rel-0000110,park-000029,30,中国（天津）自由贸易试验区,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0000111,park-000029,30,中国（天津）自由贸易试验区,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0000112,park-000029,30,中国（天津）自由贸易试验区,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0000113,park-000029,30,中国（天津）自由贸易试验区,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0000114,park-000029,30,中国（天津）自由贸易试验区,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0000115,park-000030,31,中国珲春东北亚文化创意产业园,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0000116,park-000030,31,中国珲春东北亚文化创意产业园,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0000117,park-000030,31,中国珲春东北亚文化创意产业园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0000118,park-000030,31,中国珲春东北亚文化创意产业园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0000119,park-000030,31,中国珲春东北亚文化创意产业园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0000120,park-000030,31,中国珲春东北亚文化创意产业园,电子信息,数据要素与数字经济产业链,下游,node-003,数字经济场景应用与内容创意,产业节点,中,50,18,文化创意、文化创意,,园区名称关键词:文化创意；名称节点词:文化创意,
rel-0000121,park-000031,32,中国-马来西亚钦州产业园区,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0000122,park-000031,32,中国-马来西亚钦州产业园区,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0000123,park-000031,32,中国-马来西亚钦州产业园区,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0000124,park-000031,32,中国-马来西亚钦州产业园区,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
